conv_id,turn,speaker,prev_sentiment,curr_sentiment,prev_text,curr_text,shift_type
1073,1,Simran,neutral,positive,"Hey Simran, kaisi ho? Did you hear about the latest digital payment trend in India?","Hey Aditya, main bilkul theek hoon! Yeah, I have been following the success of UPI. It's amazing how it has revolutionized the way we do transactions.",neutral → positive
1073,3,Simran,positive,neutral,"Absolutely! UPI has made money transfer so convenient and hassle-free. Plus, it's so easy to use. Kisi bhi vyakti ke saath paisa bhejna ab ek minute ka kaam hai.","Haan, bilkul! Aur isme khud ke bank account ke saath saath different digital wallets bhi jodne ka option hai. Itna flexibility hai, kisi bhi waqt transaction kar sakte hain.",positive → neutral
1073,8,Aditya,neutral,positive,"Haan, entrepreneurs ke liye bhi UPI bahut helpful hai. Invoices ko generate aur send karne mein bhi kaafi easy ho gaya hai. Aur payment receive karne ka process bhi smooth ho gaya hai.","Wow, that's great to know! UPI ne digital payments ko aur bhi accessible aur efficient banaya hai. India mein iss technology ki growth dekh ke mujhe garv hota hai.",neutral → positive
1073,9,Simran,positive,neutral,"Wow, that's great to know! UPI ne digital payments ko aur bhi accessible aur efficient banaya hai. India mein iss technology ki growth dekh ke mujhe garv hota hai.","Haan, Aditya, India ab digital economy ki taraf bahut tezi se badh raha hai. Aur UPI iss growth ka major contributor hai. Ye technology hamari zindagi mein bahut positive impact kar rahi hai.",positive → neutral
1073,10,Aditya,neutral,positive,"Haan, Aditya, India ab digital economy ki taraf bahut tezi se badh raha hai. Aur UPI iss growth ka major contributor hai. Ye technology hamari zindagi mein bahut positive impact kar rahi hai.","Absolutely, Simran. It's amazing to see how technology is shaping our lives and making things easier. By the way, tumne kabhi UPI ka use kiya hai?",neutral → positive
1073,11,Simran,positive,neutral,"Absolutely, Simran. It's amazing to see how technology is shaping our lives and making things easier. By the way, tumne kabhi UPI ka use kiya hai?","Haan, Aditya, maine UPI kaafi baar use kiya hai. Transactions karna bahut convenient ho gaya hai. Tumne bhi try kiya hai?",positive → neutral
1073,13,Simran,neutral,positive,"Nahi, abhi tak maine UPI try nahi kiya hai. Lekin tere kehne par I think I should give it a shot. You know, these conversations about technology are making me realize how much I've been missing out on.","Oh really, Aditya? I'm glad I could enlighten you. Tumhara bhi experience shaayad mujhse behatar ho. Who knows, we might become digital payment experts together!",neutral → positive
1074,4,Nikhil,neutral,positive,"Well, mujhe regular study se fayda mil raha hai. Har roz subah uthkar uthati hoon aur newspapers padh leti hoon.","That's great! Mere paas kuch acche online resources hai, jo main share kar sakta hoon. Tumhe kya lagta hai?",neutral → positive
1074,5,Pooja,positive,neutral,"That's great! Mere paas kuch acche online resources hai, jo main share kar sakta hoon. Tumhe kya lagta hai?","Bilkul, Nikhil! Mujhe zaroorat padegi. Padhai mein thodi help toh mil hi jaayegi.",positive → neutral
1074,11,Pooja,neutral,positive,Main geography aur current affairs par zyada focus kar raha hoon. Internet pe acche resources available hai iske liye.,"Oh, cool! Tum konsi websites aur apps use karte ho?",neutral → positive
1074,12,Nikhil,positive,neutral,"Oh, cool! Tum konsi websites aur apps use karte ho?",Khan Academy aur Unacademy mere favorite hain. Inme UPSC related videos aur courses available hote hain.,positive → neutral
1074,15,Pooja,neutral,positive,Main ek monthly magazine bhi padhta hoon UPSC related news aur current affairs ke liye. Wo bhi helpful hai.,"Interesting! Tum toh bahut prepared ho, Nikhil. I'm impressed!",neutral → positive
1074,17,Pooja,positive,neutral,"Thanks, Pooja! Aur tum bhi bahut dedicated ho. I'm sure you'll do great in the exams.",Yeh encouragement mujhe aur motivate karti hai. Tumhare saath baat karke mujhe bhi energy mil rahi hai.,positive → neutral
1074,23,Pooja,neutral,positive,"Zaroor, Pooja! Ek movie date toh banti hai. Abhi exams ke baad karenge plan?","Done, Nikhil! Mujhe lagta hai we'll make a great team UPSC mein aur personal life mein bhi!",neutral → positive
1075,7,Priya,neutral,positive,Yeh ghar-ghar ki taraf se humein koyal aur paddy fields ki khushbu aa rahi hai. Lagta hai hum jungle mein hain.,"Wah, yeh toh bahut amazing hai! Jungle mein rehkar mujhe jungle book ki yaad aa rahi hai. Kitna adventures hoga, na?",neutral → positive
1075,8,Karan,positive,neutral,"Wah, yeh toh bahut amazing hai! Jungle mein rehkar mujhe jungle book ki yaad aa rahi hai. Kitna adventures hoga, na?","Haan Priya, sach mein kitna adventurous hoga. Par mere liye sabse badi adventure toh tumhare saath yahaan aane ka hai.",positive → neutral
1076,1,Aditya,neutral,positive,"Hey Aditya, have you ever thought about the influence of Rabindranath Tagore on modern literature?","Oh yes, Ragini! Tagore's works have left an indelible mark on Indian literature. His writings are timeless and captivating.",neutral → positive
1076,8,Ragini,positive,neutral,"You know, Ragini, I feel like Tagore's literature has also influenced contemporary poets. They seem to draw inspiration from his style and themes.","I think so too, Aditya. Many modern poets are seen exploring similar themes of love, nature, and spirituality, just like Tagore did.",positive → neutral
1076,9,Aditya,neutral,positive,"I think so too, Aditya. Many modern poets are seen exploring similar themes of love, nature, and spirituality, just like Tagore did.","It's like they are carrying forward his legacy, isn't it, Ragini? Like his words continue to inspire and guide their creativity.",neutral → positive
1077,5,Pooja,neutral,positive,"Haan, Special Ops and Criminal Justice ke baare mein suna tha. Abhi toh mere list mein add kar diya hai. Koi aur romantic web series suggest karo?","Toh, Tum mere favorite genre mein aa gaye! Tumhe is Baarish aur Little Things zaroor dekhne chahiye. True love ko beautifully capture karte hain.",neutral → positive
1077,6,Rohan,positive,neutral,"Toh, Tum mere favorite genre mein aa gaye! Tumhe is Baarish aur Little Things zaroor dekhne chahiye. True love ko beautifully capture karte hain.","Wow, tumhari choices toh kaafi similar hai meri se, lagta hai hum dono ka taste match kar raha hai. Aaj raat ko koi banaunga aur hum dekhenge?",positive → neutral
1077,7,Pooja,neutral,positive,"Wow, tumhari choices toh kaafi similar hai meri se, lagta hai hum dono ka taste match kar raha hai. Aaj raat ko koi banaunga aur hum dekhenge?","Ek romantic evening sounds perfect. Main dessert banaungi, tum kya plan karo?",neutral → positive
1077,8,Rohan,positive,neutral,"Ek romantic evening sounds perfect. Main dessert banaungi, tum kya plan karo?",Main dinner bana loonga. Tumko Chinese cuisine pasand hai?,positive → neutral
1077,9,Pooja,neutral,positive,Main dinner bana loonga. Tumko Chinese cuisine pasand hai?,"Bahut pasand hai! That's amazing, hum foodie bhi ekdum same hai.",neutral → positive
1077,10,Rohan,positive,neutral,"Bahut pasand hai! That's amazing, hum foodie bhi ekdum same hai.","Haha, lagta hai hum pet se lekar taste tak har cheez mein same hai. Tumko web series ke alawa aur kuch pasand hai dekhna?",positive → neutral
1077,14,Rohan,neutral,negative,"Okay, yeh raha - ""Tum mere liye kuch khaas ho, jaise ki web series ke bina life adhuri hai.""","Wah, Pooja! Tumhare dialogue pe toh main disappoint nahi hua. Here's mine - ""Tumhare bina web series ka flavor hi kam hai, jaise ki koi romantic twist na ho.""",neutral → negative
1077,15,Pooja,negative,positive,"Wah, Pooja! Tumhare dialogue pe toh main disappoint nahi hua. Here's mine - ""Tumhare bina web series ka flavor hi kam hai, jaise ki koi romantic twist na ho.""","Aww, Rohan! Bohot sweet hai tum. Humari conversations bhi web series ki tarah interesting hoti ja rahi hai.",negative → positive
1077,16,Rohan,positive,neutral,"Aww, Rohan! Bohot sweet hai tum. Humari conversations bhi web series ki tarah interesting hoti ja rahi hai.","Haan, aur jaise web series hits hoti hai, waise hi humari feelings bhi badh rahi hai. Pooja, tum mere liye khaas ho.",positive → neutral
1078,11,Riya,neutral,positive,"Wah, Riya, tum toh bahut thoughtful ho. Maine socha hai ki main apni mummy ko ek designer saree gift karunga. Unhein bahut pasand aaegi.","Aww, that's really sweet, Rahul. Tumhari mummy toh bahut lucky hain. Waise, tum mujhe kuch special gift doge?",neutral → positive
1078,12,Rahul,positive,neutral,"Aww, that's really sweet, Rahul. Tumhari mummy toh bahut lucky hain. Waise, tum mujhe kuch special gift doge?","Riya, tumhara chehra hai jo mujhe khushi deta hai. Diwali pe tumhe bahut special gift dunga, bas woh surprise hai.",positive → neutral
1078,17,Riya,neutral,positive,"Tu bhi mere liye sabse special hai, Riya. Main abhi se Diwali ki raat ka intezaar kar raha hoon.","Hmm, mujhe bhi. Diwali ki raat bahut beautiful hogi, haina?",neutral → positive
1078,18,Rahul,positive,neutral,"Hmm, mujhe bhi. Diwali ki raat bahut beautiful hogi, haina?","Haan, bilkul. Aur hum dono isi raat ko aur bhi special banayenge, Riya.",positive → neutral
1079,18,Aryan,neutral,positive,"Aryan, yeh chapter hai jo humari dhadkano ka rhythm badal dega, aur hum ek duje ke saath hamesha sangeet ke saath nachenge.","Riya, is chapter ka humara ek saath music mein mehsoos karne ka intezaar karna hoga. But I promise, it'll be worth the wait.",neutral → positive
1079,20,Aryan,positive,neutral,"Aryan, ab humari musical love story ka safar shuru ho rahe hai. Excited hoon apne saath beetne waale har lamhe ke liye.","Riya, humari muskurahat, humari pyaar bhari nazrein, aur humari sangeet ki harmony ek dusre ke liye bane hai. Ab toh bas intezaar hai woh special performance ka.",positive → neutral
1079,21,Riya,neutral,positive,"Riya, humari muskurahat, humari pyaar bhari nazrein, aur humari sangeet ki harmony ek dusre ke liye bane hai. Ab toh bas intezaar hai woh special performance ka.","Aryan, is special performance mein hum dikhayenge ki Hindustani aur Carnatic music dono hi beautiful hai, jaise hum dono ek dusre ke liye bane hai.",neutral → positive
1081,1,Priya,neutral,positive,"Hey Priya, have you ever watched a Rajnikanth movie?","Of course, Rajat! Who hasn't? He's such a legend!",neutral → positive
1081,11,Priya,positive,neutral,"You're right, Priya! ""Padayappa"" was a blockbuster. Rajnikanth's character had a larger-than-life aura that captivated everyone.","Rajat, do you remember Rajnikanth's punchline in ""Muthu""? It became a catchphrase that people still use!",positive → neutral
1081,12,Rajat,neutral,positive,"Rajat, do you remember Rajnikanth's punchline in ""Muthu""? It became a catchphrase that people still use!","Yes, Priya! ""Naan oru dhadava sonna nooru dhadava sonna madhri!"" It's incredible how Rajnikanth's dialogues resonate with people.",neutral → positive
1082,3,Riya,neutral,negative,"Pehle itni shanti rehti thi, aajkal saari jagah rush dekhne ko milta hai.","Haan, aur traffic bhi badh gaya hai. Goa ke locals ka daily commute mushkil ho gaya hai.",neutral → negative
1082,4,Rohan,negative,neutral,"Haan, aur traffic bhi badh gaya hai. Goa ke locals ka daily commute mushkil ho gaya hai.","Woh toh hai, Riya. Aur restaurants aur hotels ki growth ne bhi locals ke liye competition create kiya hai.",negative → neutral
1082,18,Rohan,neutral,positive,"Haan, Rohan. Aur saath mein hum locals ke liye bhi kuch positive change laayenge.","Absolutely, Riya. Together, we will make a difference in Goa and in each other's lives.",neutral → positive
1084,2,Rahul,neutral,positive,"Hey Rahul! Main bilkul theek hu. Haan, Jaipur ki architecture bahut interesting hai. Waha ke havelis aur forts kafi famous hai. Tumne kabhi Jaipur visit kiya hai?","Haan Priya, maine ek baar Jaipur visit kiya tha. It was amazing! Waha ke havelis ki intricate designs aur colorful paintings mujhe bahut pasand aaye. Ek haveli ka naam hai Hawa Mahal, tumne suna hoga?",neutral → positive
1084,3,Priya,positive,neutral,"Haan Priya, maine ek baar Jaipur visit kiya tha. It was amazing! Waha ke havelis ki intricate designs aur colorful paintings mujhe bahut pasand aaye. Ek haveli ka naam hai Hawa Mahal, tumne suna hoga?","Haan, maine bhi Hawa Mahal ke baare mein suna hai. Uski architecture bahut unique hai. Woh palace aise banaya gaya hai ki waha se hawa bahut achhe se circulation karti hai. Aur woh bahut sundar bhi hai.",positive → neutral
1084,15,Priya,neutral,positive,"Priya, tumhare saath Jaipur visit karne ka mauka mujhe bahut khushi hogi. Aur who knows, hume waha romantic moment bhi mile.","Rahul, tum cheesy lines maarte ho! But I like it. Chalo, plan bana lete hai aur phir hum Jaipur ki beautiful architecture aur history ke saath apne romantic moments bhi banayenge.",neutral → positive
1085,1,Riya,neutral,negative,"Hey Riya, board exams are just around the corner. How are you coping with the pressure?","Hey Kabir, honestly, it's quite overwhelming. The expectations from our parents and society are unbelievable!",neutral → negative
1085,2,Kabir,negative,neutral,"Hey Kabir, honestly, it's quite overwhelming. The expectations from our parents and society are unbelievable!","I completely understand, Riya. Our parents want us to excel in everything, especially these board exams.",negative → neutral
1085,3,Riya,neutral,negative,"I completely understand, Riya. Our parents want us to excel in everything, especially these board exams.","Exactly, Kabir. They somehow believe that our future depends solely on our board exam results. It's so much pressure!",neutral → negative
1085,4,Kabir,negative,positive,"Exactly, Kabir. They somehow believe that our future depends solely on our board exam results. It's so much pressure!","True, Riya. But we shouldn't let this pressure get to us. We are capable, and we'll do well.",negative → positive
1085,5,Riya,positive,negative,"True, Riya. But we shouldn't let this pressure get to us. We are capable, and we'll do well.","I hope so, Kabir. I'm just scared of disappointing my parents if I don't get good marks.",positive → negative
1085,6,Kabir,negative,positive,"I hope so, Kabir. I'm just scared of disappointing my parents if I don't get good marks.","Riya, our parents just want us to try our best. They'll love us no matter what. Marks don't define our worth.",negative → positive
1085,10,Kabir,positive,neutral,"Absolutely, Kabir! We've dedicated so much time and effort to our studies, it's time to reap the benefits.","And Riya, don't forget to take breaks and relax. It's important to avoid burnout during these tough times.",positive → neutral
1085,11,Riya,neutral,positive,"And Riya, don't forget to take breaks and relax. It's important to avoid burnout during these tough times.","Yes, I need to remind myself to take breaks and rejuvenate. Thank you for reminding me, Kabir.",neutral → positive
1085,12,Kabir,positive,neutral,"Yes, I need to remind myself to take breaks and rejuvenate. Thank you for reminding me, Kabir.","Anytime, Riya! We're in this together, supporting each other through these stressful moments.",positive → neutral
1085,13,Riya,neutral,positive,"Anytime, Riya! We're in this together, supporting each other through these stressful moments.","I'm glad we have each other, Kabir. It feels good to have someone who understands the pressure we're facing.",neutral → positive
1085,15,Riya,positive,neutral,"Absolutely, Riya. We can lean on each other for support and encouragement during this challenging time.","By the way, Kabir, how are you managing stress? Any tips you can share with me?",positive → neutral
1085,16,Kabir,neutral,positive,"By the way, Kabir, how are you managing stress? Any tips you can share with me?","Well, Riya, I find listening to music and practicing meditation really helpful. It helps me relax and focus.",neutral → positive
1086,6,Raj,neutral,positive,"Well, mujhe entrepreneurship kaafi pasand hai. Mera bhi startup plan hai future mein.","Wow, Riya! Tu toh bilkul superwoman nikli. Tell me more about your startup idea.",neutral → positive
1086,7,Riya,positive,neutral,"Wow, Riya! Tu toh bilkul superwoman nikli. Tell me more about your startup idea.","Rahi baat mere startup ki, tu bata tere business mein kya challenges hai?",positive → neutral
1086,12,Raj,neutral,positive,"Haan, Raj. Lagta hai hum ek dusre ke sath co-found kar sakte hai!","Sach mein? That's an amazing idea, Riya. Humari startup ki journey bhi sath mein start kar sakte hai.",neutral → positive
1086,13,Riya,positive,neutral,"Sach mein? That's an amazing idea, Riya. Humari startup ki journey bhi sath mein start kar sakte hai.",Yeh toh pakka hai! Hum dono saath mein har challenge face karenge aur apna startup successful banayenge.,positive → neutral
1086,14,Raj,neutral,positive,Yeh toh pakka hai! Hum dono saath mein har challenge face karenge aur apna startup successful banayenge.,"Riya, I feel so lucky to have found you. Hamesha mere saath ho aur idea support karne ke liye shukriya!",neutral → positive
1086,15,Riya,positive,neutral,"Riya, I feel so lucky to have found you. Hamesha mere saath ho aur idea support karne ke liye shukriya!","Raj, tere sath hone ka mauka mila, isse kuch bada aur kya ho sakta hai? Together, we'll conquer the startup world!",positive → neutral
1086,18,Raj,neutral,positive,"Raj, abhi toh sirf shuruat hai. Aagey aur bhi bahut kuch hai. Ek romantic moment hai yeh!","Tumhari harek baat mujhe aur motivated kar deti hai. I'm really looking forward to building something incredible with you, Riya.",neutral → positive
1087,1,Rohan,neutral,positive,Hey Rohan! Kumbh Mela is just around the corner. Are you planning to attend?,"Hey Riya! Absolutely, I wouldn't miss it for the world. It is such a significant event in our culture. Plus, I've heard it's an amazing experience. Are you going too?",neutral → positive
1087,13,Rohan,positive,neutral,"It's funny how we're both looking forward to this journey together, isn't it? Maybe it's fate that brought us here.","Who knows, Riya? They say the Kumbh Mela is a place where destinies intertwine. Maybe it's more than just a coincidence that we're both attending this grand event.",positive → neutral
1087,14,Riya,neutral,positive,"Who knows, Riya? They say the Kumbh Mela is a place where destinies intertwine. Maybe it's more than just a coincidence that we're both attending this grand event.",Maybe... It's like this whole experience is meant to bring people closer. And who knows what other beautiful moments await us amidst the chaos of the festival?,neutral → positive
1088,12,Raj,neutral,positive,"Raj, mujhe tumhari creativity kaafi pasand hai. Tumhari yeh idea bahut unique hai aur mujhe lagta hai hum acche designer duo ban sakte hain.","Thank you, Simran. Tumhari tareef sunke mujhe aur bhi khushi ho rahi hai. Main bhi tumhari designs se bahut impressed hoon.",neutral → positive
1088,13,Simran,positive,neutral,"Thank you, Simran. Tumhari tareef sunke mujhe aur bhi khushi ho rahi hai. Main bhi tumhari designs se bahut impressed hoon.","Raj, tumhara support mujhe inspire karta hai. Hum dono ek teamwork kar sakte hain aur ek doosre ka talent enhance kar sakte hain.",positive → neutral
1088,18,Raj,neutral,positive,"Raj, yeh jo romantic moment ban raha hai, mujhe bahut accha feel ho raha hai. Tum mere best friend ho aur ab mujhe samajh aaya hai ki tum mere soulmate bhi ho.","Simran, main hamesha tumhare saath rahunga. Tumhari khushi meri khushi hai. I love you, Simran.",neutral → positive
1089,2,Rohan,neutral,positive,"Haan, Rohan! Chennai life is totally different from Delhi. It's so laid-back here. How about your college?",Delhi is all about hustle-bustle and fast-paced life. College culture is quite vibrant here. We have lots of events and fests happening all the time.,neutral → positive
1089,3,Neha,positive,neutral,Delhi is all about hustle-bustle and fast-paced life. College culture is quite vibrant here. We have lots of events and fests happening all the time.,Really? Chennai is a bit conservative when it comes to events and fests. But what about fashion and style in Delhi?,positive → neutral
1089,6,Rohan,neutral,positive,Chennai people are more traditional in their dressing style. We prefer comfort over fashion. Salwar kameez and saris are common in college.,"That's interesting! So, tell me, Neha, what's your favorite thing about Chennai college life?",neutral → positive
1089,10,Rohan,positive,neutral,"I would love to experience that sometime. By the way, what about dating scene in your college, Rohan?","Well, dating is quite common in Delhi. Students go out for movies, dinners, and parties. Delhi nights are famous for clubbing and enjoying with friends. What about Chennai?",positive → neutral
1089,12,Rohan,neutral,positive,Chennai college culture is more focused on studies rather than dating. It's not that common here. We mainly hang out with friends in cafes and beaches.,"That's nice too. So, Neha, tell me, what's your favorite hangout spot in Chennai?",neutral → positive
1090,12,Rahul,neutral,positive,"Chalo Rahul, ab bahane banana band karo aur mujhe le jao. Main bhi tumse bahut pyaar karti hoon.","Simran, mujhe koi bhi bahana nahi chahiye. Bas, tumhare paas ana hai. I love you.",neutral → positive
1091,1,Neha,neutral,positive,"Hey Neha! Long time no see, how have you been?","Hey Akshay! I'm good, thanks for asking. Just caught up in the daily commute madness. How about you?",neutral → positive
1091,2,Akshay,positive,negative,"Hey Akshay! I'm good, thanks for asking. Just caught up in the daily commute madness. How about you?","Tell me about it! The Mumbai local trains can be a nightmare sometimes. The crowd, the delays, it's exhausting!",positive → negative
1091,6,Akshay,negative,neutral,"Haha, true that! And don't even get me started on the never-ending traffic struggles while reaching the station. It's a never-ending cycle.","You're so right. It's like a vicious circle - fighting traffic to get to the station, hustling for a seat, and then hoping to reach our destination on time.",negative → neutral
1091,7,Neha,neutral,negative,"You're so right. It's like a vicious circle - fighting traffic to get to the station, hustling for a seat, and then hoping to reach our destination on time.","It's mentally and physically draining, Akshay. Wish there was an easier way to commute in this city.",neutral → negative
1091,8,Akshay,negative,positive,"It's mentally and physically draining, Akshay. Wish there was an easier way to commute in this city.","Me too, Neha. But you know what? Even with all the chaos, there's something magical about the Mumbai locals. The energy, the vibe, it's unique.",negative → positive
1091,11,Neha,positive,neutral,"Absolutely, Neha. It's like we are connected by these trains. And amidst all the chaos, sometimes we meet someone special.","Oh really now? Are you hinting at something, Akshay?",positive → neutral
1091,12,Akshay,neutral,positive,"Oh really now? Are you hinting at something, Akshay?","Well, let's just say that amidst all the hustle and bustle, I may have found something special in you, Neha.",neutral → positive
1092,15,Riya,neutral,positive,"Aaj shaam ko free hoon. Toh 5 baje wahan milte hai, what say?",Perfect! Main tab tak waha reservation karwa deti hu. See you at 5!,neutral → positive
1092,17,Riya,positive,neutral,Awesome! Can't wait to try the biryani with you. See you then!,"Same here! Bye, Raj.",positive → neutral
1092,18,Raj,neutral,positive,"Same here! Bye, Raj.","Bye, Riya. Take care.",neutral → positive
1093,7,Rahul,neutral,positive,"Exactly, Rahul! Hum log traditional asanas, pranayamas aur meditation ko emphasize karte hain. Toh hume apne students ko is baare mein educate karna chahiye.","Tumhari teaching skills amazing hai, Riya! Tumhari classes ko join karke students apne roots ko samajhenge.",neutral → positive
1093,9,Rahul,positive,neutral,"Thank you, Rahul! Tum bhi bahut talented ho, har class me positivity aur dedication dikhti hai. Tumhare saath yogic journey bahut inspiring hai.","Tumhari praise sunke dil garden garden ho raha hai, Riya! Tumhe paas teacher training workshop se bahut seekhna chahiye, tum waha attend karogi?",positive → neutral
1093,14,Riya,neutral,positive,"Riya, tumhari khushi meri khushi hai. Hamari yogic journeys mil kar ek aur beautiful chapter likhenge.","Rahul, tum sach me ek unique soul ho. Abhi se excited ho rahi hu upcoming workshop ke liye.",neutral → positive
1093,15,Rahul,positive,neutral,"Rahul, tum sach me ek unique soul ho. Abhi se excited ho rahi hu upcoming workshop ke liye.","Riya, tumhare saath hone me mujhe bhi bahut excitement hai. Hum wahaan aapne experiences share karenge aur ek dusre se aur jyada seekhenge.",positive → neutral
1093,20,Riya,neutral,positive,"Haan, Riya! Woh special connection jo hum dono mein hai...woh kuch alag hai. Tum mujhe special feel karati ho.","Rahul, tum bhi mere liye bahut special ho. I feel blessed to have you in my life.",neutral → positive
1093,21,Rahul,positive,neutral,"Rahul, tum bhi mere liye bahut special ho. I feel blessed to have you in my life.","Riya, main bahut lucky feel karta hu ki tum mere saath ho. Tumhare pyaar aur support se mera confidence bhi badhta hai.",positive → neutral
1094,7,Alisha,neutral,positive,Palak! Meri dadima ka naam Palak tha. Shayad woh sach mein meri mummy ki favorite ho gayi thi.,"Wah, how cute! Tumhare dadaji aur meri dadima dost hote, yeh toh kitni pyari baat hai. Lagta hai unka friendship waqt ke saath aur gehra ho gaya hoga.",neutral → positive
1094,8,Rohan,positive,neutral,"Wah, how cute! Tumhare dadaji aur meri dadima dost hote, yeh toh kitni pyari baat hai. Lagta hai unka friendship waqt ke saath aur gehra ho gaya hoga.","Haan yaar, bilkul. Woh dono milte, baat karte aur apne bachpan ki yaadein taaza karte honge. Kamre mein hum log baithke unki kahaniyan sunte na, kitna maza aata hoga.",positive → neutral
1095,1,Pooja,neutral,positive,"Hey Pooja, have you been following the IPL this year?","Haa Rahul, IPL ka season is always exciting! I love watching the matches and cheering for my favorite team. Tum bhi dekhte ho?",neutral → positive
1095,4,Rahul,positive,neutral,"Oh, come on! You know Chennai Super Kings has the strongest lineup. They have experienced players like Dhoni, Raina, and Bravo. They are unbeatable!","No way, Pooja! Mumbai Indians have Rohit Sharma, Hardik Pandya, and Jasprit Bumrah. They are the champions for a reason!",positive → neutral
1095,5,Pooja,neutral,positive,"No way, Pooja! Mumbai Indians have Rohit Sharma, Hardik Pandya, and Jasprit Bumrah. They are the champions for a reason!","But you can't ignore the power-hitters in the Chennai Super Kings team. Faf du Plessis, Ambati Rayudu, and Ravindra Jadeja are in great form!",neutral → positive
1096,3,Priya,neutral,positive,"Main bhi thik hoon. So, I heard you are working on AI at your new job.","Haan, wohi toh. AI ki field bahut exciting hai. India mein iska future kitna bright hai, na?",neutral → positive
1096,8,Rohan,positive,neutral,Exactly! AI-powered automation can truly revolutionize the manufacturing and logistics sectors.,"Ek aur baat, AI can also help us tackle some of the critical challenges we face, like traffic management and pollution control.",positive → neutral
1096,9,Priya,neutral,positive,"Ek aur baat, AI can also help us tackle some of the critical challenges we face, like traffic management and pollution control.",Absolutely! It can help create smart cities that are sustainable and efficient.,neutral → positive
1096,16,Rohan,positive,neutral,"Aww, thank you, Rohan! Tum bhi bilkul dashing lag rahe ho!","Priya, itna saara potential hai humare paas, don't you think hum dono kuch innovative kar sakte hain AI mein?",positive → neutral
1096,17,Priya,neutral,positive,"Priya, itna saara potential hai humare paas, don't you think hum dono kuch innovative kar sakte hain AI mein?","Definitely, Rohan! If we combine our skills and knowledge, we can create something extraordinary.",neutral → positive
1096,18,Rohan,positive,neutral,"Definitely, Rohan! If we combine our skills and knowledge, we can create something extraordinary.",Maybe we can start our own AI startup and make a real difference. What do you think?,positive → neutral
1096,19,Priya,neutral,positive,Maybe we can start our own AI startup and make a real difference. What do you think?,"That sounds amazing, Rohan! I would love to work with someone as driven and talented as you.",neutral → positive
1097,13,Priya,neutral,positive,"Priya, mere liye toh koi badi baat nahi hai. Main tumhare liye kuch bhi kar sakta hoon.","Rahul, itne thoughtful ho tum. Tum jaise dost hona ek blessing hai.",neutral → positive
1097,15,Priya,positive,neutral,"Thanks, Priya. Tum bhi meri life mein special ho. Main hamesha tumhare saath rehna chahta hoon.","Rahul, tum mujhe kissi baat pe emotional mat karo. Tumhara ye cheesy dialogues mere dil ko touch kar dete hain.",positive → neutral
1097,17,Priya,neutral,negative,"Tumhara dil touch hone ke liye toh main hamesha ready hoon. Lekin Priya, parathe ke saath ye cheesy moments bhi toh enjoy karte hain na.","Rahul, you are such a charmer! Accha chalo, ab mein jaati hoon. Hum chaat stall aur cheesy moments ke liye plan banate hain, okay?",neutral → negative
1097,18,Rahul,negative,neutral,"Rahul, you are such a charmer! Accha chalo, ab mein jaati hoon. Hum chaat stall aur cheesy moments ke liye plan banate hain, okay?","Okay, Priya. Plan banate hain. Tum jaao, humare cheesy moments ka wait karoonga.",negative → neutral
1097,20,Rahul,neutral,positive,"Rahul, tum bhi na! Baad mein surprise milne aaungi. Bye for now!",Bye Priya! Take care and miss you already.,neutral → positive
1098,2,Raj,neutral,positive,"Hey Raj! Oh, I'm feeling a little overwhelmed. I have so much to cover. What about you?","Same here, Pooja. But let's not stress too much. We have each other to share our study tips and motivate each other.",neutral → positive
1098,3,Pooja,positive,neutral,"Same here, Pooja. But let's not stress too much. We have each other to share our study tips and motivate each other.","That's true, Raj. So tell me, how do you manage to concentrate for long hours?",positive → neutral
1098,4,Raj,neutral,positive,"That's true, Raj. So tell me, how do you manage to concentrate for long hours?","Well, Pooja, I like to set a fixed schedule and take short breaks in between. And I also snack on some brain-boosting food like almonds and walnuts.",neutral → positive
1098,11,Pooja,positive,neutral,"Absolutely, Pooja. We'll make studying fun and engaging.","Raj, do you have any tips to remember formulas? I always get confused.",positive → neutral
1098,13,Pooja,neutral,positive,"Don't worry, Pooja. I use mnemonic techniques to remember formulas. We can come up with some together.","That sounds like a great idea, Raj. We'll create funny and memorable ways to remember those formulas.",neutral → positive
1099,8,Rohan,neutral,positive,Aur tumhari dusri favorite movie kaunsi hai?,"Mujhe Rangeela bhi bahut pasand hai. Urmila ki acting aur Aamir ki energy, sab mesmerizing hai.",neutral → positive
1099,10,Rohan,positive,neutral,"Haan, Rangeela bhi ek iconic movie hai. Urmila ki dance moves aur stylish looks mujhe bhi bahut inspire karti hai.","Simran, tu toh filmy hai, yaar! Tumhare favorite 90s heroes kaun hai?",positive → neutral
1101,8,Rohan,neutral,positive,"Mujhe ""Beauty and the Beast"" pasand hai. Belle ki character mujhe bahut acchi lagti hai. Woh kitni strong, intelligent aur independent hai. Jaise main bhi hona chahti hoon.","Tum sach bol rahi ho, Natasha. Tum bahut smart, beautiful aur strong ho. Just like Belle.",neutral → positive
1101,9,Natasha,positive,neutral,"Tum sach bol rahi ho, Natasha. Tum bahut smart, beautiful aur strong ho. Just like Belle.","Thanks, Rohan. Tum bhi bahut acche ho, aur mujhe kafi pasand ho.",positive → neutral
